I	WormBase	gene	10147325	10149888	.	+	.	ID=gene:WBGene00008885;Name=F16C3.1;biotype=protein_coding;description=G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene%3BAcc:184568];gene_id=WBGene00008885;logic_name=wormbase
I	WormBase	gene	10383144	10391388	.	-	.	ID=gene:WBGene00003233;Name=mgl-2;biotype=protein_coding;description=G_PROTEIN_RECEP_F3_4 domain-containing protein [Source:NCBI gene%3BAcc:172914];gene_id=WBGene00003233;logic_name=wormbase
I	WormBase	gene	1062293	1065297	.	+	.	ID=gene:WBGene00021328;Name=npr-23;biotype=protein_coding;description=G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene%3BAcc:189587];gene_id=WBGene00021328;logic_name=wormbase
I	WormBase	gene	10724161	10726136	.	-	.	ID=gene:WBGene00015018;Name=srz-85;biotype=protein_coding;description=Serpentine Receptor%2C class Z [Source:NCBI gene%3BAcc:181831];gene_id=WBGene00015018;logic_name=wormbase
I	WormBase	gene	10899089	10902220	.	+	.	ID=gene:WBGene00020857;Name=srt-62;biotype=protein_coding;description=Serpentine Receptor%2C class T [Source:NCBI gene%3BAcc:188991];gene_id=WBGene00020857;logic_name=wormbase
I	WormBase	gene	10904370	10906766	.	+	.	ID=gene:WBGene00020856;Name=srt-61;biotype=protein_coding;description=Serpentine Receptor%2C class T [Source:NCBI gene%3BAcc:188990];gene_id=WBGene00020856;logic_name=wormbase
I	WormBase	gene	11182795	11186206	.	+	.	ID=gene:WBGene00005517;Name=sri-5;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:185064];gene_id=WBGene00005517;logic_name=wormbase
I	WormBase	gene	11282426	11286561	.	-	.	ID=gene:WBGene00009462;Name=sre-22;biotype=protein_coding;description=Serpentine Receptor%2C class E (epsilon) [Source:NCBI gene%3BAcc:185344];gene_id=WBGene00009462;logic_name=wormbase
I	WormBase	gene	11289041	11291977	.	+	.	ID=gene:WBGene00005710;Name=sru-47;biotype=protein_coding;description=Serpentine Receptor%2C class U [Source:NCBI gene%3BAcc:185345];gene_id=WBGene00005710;logic_name=wormbase
I	WormBase	gene	11694577	11697943	.	-	.	ID=gene:WBGene00005523;Name=sri-11;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:188765];gene_id=WBGene00005523;logic_name=wormbase
I	WormBase	gene	11699169	11701178	.	+	.	ID=gene:WBGene00005524;Name=sri-12;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:188763];gene_id=WBGene00005524;logic_name=wormbase
I	WormBase	gene	12121711	12122060	.	-	.	ID=gene:WBGene00010820;Name=M01G12.6;biotype=protein_coding;description=G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene%3BAcc:43578486];gene_id=WBGene00010820;logic_name=wormbase
I	WormBase	gene	12122811	12125586	.	+	.	ID=gene:WBGene00005858;Name=srw-111;biotype=protein_coding;description=G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene%3BAcc:187381];gene_id=WBGene00005858;logic_name=wormbase
I	WormBase	gene	12134268	12136465	.	-	.	ID=gene:WBGene00005526;Name=sri-14;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:187378];gene_id=WBGene00005526;logic_name=wormbase
I	WormBase	gene	12140560	12142757	.	+	.	ID=gene:WBGene00005525;Name=sri-13;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:187388];gene_id=WBGene00005525;logic_name=wormbase
I	WormBase	gene	12144007	12146977	.	+	.	ID=gene:WBGene00005529;Name=sri-17;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:184550];gene_id=WBGene00005529;logic_name=wormbase
I	WormBase	gene	12148080	12150741	.	-	.	ID=gene:WBGene00005528;Name=sri-16;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:184551];gene_id=WBGene00005528;logic_name=wormbase
I	WormBase	gene	12148809	12154333	.	-	.	ID=gene:WBGene00005527;Name=sri-15;biotype=protein_coding;description=Serpentine Receptor%2C class I [Source:NCBI gene%3BAcc:184549];gene_id=WBGene00005527;logic_name=wormbase
I	WormBase	gene	12615921	12624241	.	+	.	ID=gene:WBGene00011582;Name=ntr-1;biotype=protein_coding;description=G_PROTEIN_RECEP_F1_2 domain-containing protein%3B Nematocin receptor 1 [Source:NCBI gene%3BAcc:188227];gene_id=WBGene00011582;logic_name=wormbase
I	WormBase	gene	12686116	12688206	.	+	.	ID=gene:WBGene00005051;Name=sra-25;biotype=protein_coding;description=Serpentine receptor class alpha-25 [Source:NCBI gene%3BAcc:188926];gene_id=WBGene00005051;logic_name=wormbase
I	WormBase	gene	12688727	12690572	.	+	.	ID=gene:WBGene00005043;Name=sra-17;biotype=protein_coding;description=Serpentine receptor class alpha-17 [Source:NCBI gene%3BAcc:185053];gene_id=WBGene00005043;logic_name=wormbase
I	WormBase	gene	12692169	12693724	.	+	.	ID=gene:WBGene00005044;Name=sra-18;biotype=protein_coding;description=Serpentine receptor class alpha-18 [Source:NCBI gene%3BAcc:185054];gene_id=WBGene00005044;logic_name=wormbase
I	WormBase	gene	12696558	12698214	.	+	.	ID=gene:WBGene00005046;Name=sra-20;biotype=protein_coding;description=Serpentine receptor class alpha-20 [Source:NCBI gene%3BAcc:185056];gene_id=WBGene00005046;logic_name=wormbase
I	WormBase	gene	12699430	12701031	.	+	.	ID=gene:WBGene00005047;Name=sra-21;biotype=protein_coding;description=Serpentine receptor class alpha-21 [Source:NCBI gene%3BAcc:185057];gene_id=WBGene00005047;logic_name=wormbase
